participant_id	trial_type	stop_signal_delay	go_reaction_time	correct_go	successful_stop
sub-24408	Stop	0.750	0.000	0	1
sub-24408	Go	n/a	0.000	0	n/a
sub-24408	Go	n/a	0.393	1	n/a
sub-24408	Go	n/a	0.585	1	n/a
sub-24408	Go	n/a	0.801	1	n/a
sub-24408	Stop	0.700	0.000	0	1
sub-24408	Stop	0.650	0.000	0	0
sub-24408	Go	n/a	0.467	1	n/a
sub-24408	Go	n/a	0.000	0	n/a
sub-24408	Stop	0.700	0.000	0	0
sub-24408	Stop	0.750	0.000	0	0
sub-24408	Go	n/a	0.671	1	n/a
sub-24408	Go	n/a	0.956	1	n/a
sub-24408	Go	n/a	0.461	1	n/a
sub-24408	Stop	0.800	0.000	0	0
sub-24408	Go	n/a	0.932	1	n/a
sub-24408	Stop	0.750	0.000	0	0
sub-24408	Go	n/a	0.000	0	n/a
sub-24408	Stop	0.800	0.000	0	1
sub-24408	Go	n/a	0.558	1	n/a
sub-24408	Go	n/a	0.529	1	n/a
sub-24408	Go	n/a	0.938	1	n/a
sub-24408	Stop	0.750	0.000	0	1
sub-24408	Go	n/a	0.736	1	n/a
sub-24408	Go	n/a	0.850	1	n/a
sub-24408	Go	n/a	0.864	1	n/a
sub-24408	Go	n/a	0.626	1	n/a
sub-24408	Go	n/a	0.000	0	n/a
sub-24408	Go	n/a	0.715	1	n/a
sub-24408	Stop	0.700	0.000	0	1
sub-24408	Go	n/a	0.435	1	n/a
sub-24408	Stop	0.650	0.000	0	0
sub-24408	Go	n/a	0.690	1	n/a
sub-24408	Go	n/a	0.532	1	n/a
sub-24408	Go	n/a	0.853	1	n/a
sub-24408	Go	n/a	0.926	1	n/a
sub-24408	Stop	0.700	0.000	0	1
sub-24408	Stop	0.650	0.000	0	0
sub-24408	Go	n/a	0.558	1	n/a
sub-24408	Stop	0.700	0.000	0	0
sub-24408	Go	n/a	0.651	1	n/a
sub-24408	Go	n/a	0.608	1	n/a
sub-24408	Go	n/a	0.766	1	n/a
sub-24408	Go	n/a	0.991	1	n/a
sub-24408	Go	n/a	0.653	1	n/a
sub-24408	Stop	0.750	0.000	0	1
sub-24408	Stop	0.700	0.000	0	1
sub-24408	Go	n/a	0.609	1	n/a
sub-24408	Go	n/a	0.805	1	n/a
sub-24408	Stop	0.650	0.000	0	1
sub-24408	Stop	0.600	0.000	0	1
sub-24408	Go	n/a	0.684	1	n/a
sub-24408	Go	n/a	0.679	1	n/a
sub-24408	Go	n/a	0.470	1	n/a
sub-24408	Go	n/a	0.564	1	n/a
sub-24408	Stop	0.550	0.000	0	1
sub-24408	Go	n/a	0.704	1	n/a
sub-24408	Go	n/a	0.456	1	n/a
sub-24408	Go	n/a	0.870	1	n/a
sub-24408	Go	n/a	0.805	1	n/a
sub-24408	Go	n/a	0.702	1	n/a
sub-24408	Go	n/a	0.823	1	n/a
sub-24408	Stop	0.500	0.490	1	0
sub-24408	Go	n/a	0.877	1	n/a
sub-24408	Go	n/a	0.971	1	n/a
sub-24408	Go	n/a	0.908	1	n/a
sub-24408	Stop	0.550	0.000	0	1
sub-24408	Go	n/a	0.907	1	n/a
sub-24408	Go	n/a	0.497	1	n/a
sub-24408	Go	n/a	0.757	1	n/a
sub-24408	Stop	0.500	0.000	0	1
sub-24408	Go	n/a	0.591	1	n/a
sub-24408	Go	n/a	0.407	1	n/a
sub-24408	Go	n/a	0.000	0	n/a
sub-24408	Stop	0.450	0.394	1	0
sub-24408	Go	n/a	0.859	1	n/a
sub-24408	Go	n/a	0.814	1	n/a
sub-24408	Go	n/a	0.597	1	n/a
sub-24408	Stop	0.500	0.000	0	1
sub-24408	Stop	0.450	0.000	0	0
sub-24408	Go	n/a	0.718	1	n/a
sub-24408	Go	n/a	0.496	1	n/a
sub-24408	Go	n/a	0.493	1	n/a
sub-24408	Go	n/a	0.828	1	n/a
sub-24408	Stop	0.500	0.000	0	1
sub-24408	Go	n/a	0.681	1	n/a
sub-24408	Go	n/a	0.524	1	n/a
sub-24408	Go	n/a	0.535	1	n/a
sub-24408	Go	n/a	0.504	1	n/a
sub-24408	Go	n/a	0.839	1	n/a
sub-24408	Go	n/a	0.746	1	n/a
sub-24408	Go	n/a	0.000	0	n/a
sub-24408	Stop	0.450	0.000	0	1
sub-24408	Go	n/a	0.629	1	n/a
sub-24408	Go	n/a	0.876	1	n/a
sub-24408	Go	n/a	0.880	1	n/a
sub-24408	Go	n/a	0.642	1	n/a
sub-24408	Stop	0.400	0.000	0	0
sub-24408	Go	n/a	0.448	1	n/a
sub-24408	Go	n/a	0.544	1	n/a
sub-24408	Go	n/a	0.697	1	n/a
sub-24408	Go	n/a	0.799	1	n/a
sub-24408	Go	n/a	0.656	1	n/a
sub-24408	Go	n/a	0.506	1	n/a
sub-24408	Go	n/a	0.800	1	n/a
sub-24408	Go	n/a	0.491	1	n/a
sub-24408	Go	n/a	0.400	1	n/a
sub-24408	Stop	0.750	0.000	0	0
sub-24408	Go	n/a	0.000	0	n/a
sub-24408	Go	n/a	0.403	1	n/a
sub-24408	Go	n/a	0.613	1	n/a
sub-24408	Stop	0.800	0.000	0	1
sub-24408	Go	n/a	0.683	1	n/a
sub-24408	Go	n/a	0.636	1	n/a
sub-24408	Stop	0.750	0.000	0	1
sub-24408	Stop	0.700	0.000	0	1
sub-24408	Go	n/a	0.390	1	n/a
sub-24408	Go	n/a	0.489	1	n/a
sub-24408	Stop	0.650	0.000	0	0
sub-24408	Go	n/a	0.498	1	n/a
sub-24408	Go	n/a	0.715	1	n/a
sub-24408	Go	n/a	0.848	1	n/a
sub-24408	Go	n/a	0.670	1	n/a
sub-24408	Go	n/a	0.476	1	n/a
sub-24408	Stop	0.700	0.000	0	1
sub-24408	Go	n/a	0.558	1	n/a
sub-24408	Stop	0.650	0.000	0	1
sub-24408	Stop	0.600	0.336	1	0
sub-24408	Go	n/a	0.558	1	n/a
sub-24408	Go	n/a	0.559	1	n/a
sub-24408	Go	n/a	0.430	1	n/a
sub-24408	Stop	0.650	0.000	0	1
