participant_id	trial_type	stop_signal_delay	go_reaction_time	correct_go	successful_stop
sub-24073	Stop	0.750	0.000	0	1
sub-24073	Stop	0.700	0.000	0	0
sub-24073	Go	n/a	0.812	1	n/a
sub-24073	Go	n/a	0.595	1	n/a
sub-24073	Stop	0.750	0.000	0	1
sub-24073	Stop	0.700	0.000	0	1
sub-24073	Go	n/a	0.484	1	n/a
sub-24073	Stop	0.650	0.000	0	0
sub-24073	Go	n/a	0.886	1	n/a
sub-24073	Go	n/a	0.541	1	n/a
sub-24073	Go	n/a	0.724	1	n/a
sub-24073	Go	n/a	0.830	1	n/a
sub-24073	Go	n/a	0.767	1	n/a
sub-24073	Go	n/a	0.501	1	n/a
sub-24073	Go	n/a	0.834	1	n/a
sub-24073	Stop	0.700	0.000	0	0
sub-24073	Stop	0.750	0.000	0	1
sub-24073	Go	n/a	0.742	1	n/a
sub-24073	Stop	0.700	0.000	0	1
sub-24073	Stop	0.650	0.000	0	1
sub-24073	Stop	0.600	0.000	0	1
sub-24073	Go	n/a	0.608	1	n/a
sub-24073	Go	n/a	0.564	1	n/a
sub-24073	Go	n/a	0.428	1	n/a
sub-24073	Go	n/a	0.537	1	n/a
sub-24073	Go	n/a	0.504	1	n/a
sub-24073	Go	n/a	0.580	1	n/a
sub-24073	Go	n/a	0.827	1	n/a
sub-24073	Go	n/a	0.622	1	n/a
sub-24073	Stop	0.550	0.000	0	1
sub-24073	Go	n/a	0.000	0	n/a
sub-24073	Stop	0.500	0.472	1	0
sub-24073	Go	n/a	0.781	1	n/a
sub-24073	Go	n/a	0.547	1	n/a
sub-24073	Go	n/a	0.663	1	n/a
sub-24073	Go	n/a	0.927	1	n/a
sub-24073	Go	n/a	0.448	1	n/a
sub-24073	Go	n/a	0.654	1	n/a
sub-24073	Go	n/a	0.546	1	n/a
sub-24073	Stop	0.550	0.000	0	1
sub-24073	Go	n/a	0.544	1	n/a
sub-24073	Go	n/a	0.975	1	n/a
sub-24073	Go	n/a	0.687	1	n/a
sub-24073	Go	n/a	0.460	1	n/a
sub-24073	Go	n/a	0.694	1	n/a
sub-24073	Go	n/a	0.504	1	n/a
sub-24073	Stop	0.500	0.000	0	0
sub-24073	Go	n/a	0.523	1	n/a
sub-24073	Go	n/a	0.409	1	n/a
sub-24073	Go	n/a	0.691	1	n/a
sub-24073	Go	n/a	0.848	0	n/a
sub-24073	Stop	0.550	0.000	0	0
sub-24073	Stop	0.600	0.000	0	0
sub-24073	Go	n/a	0.635	1	n/a
sub-24073	Stop	0.650	0.000	0	0
sub-24073	Stop	0.700	0.000	0	1
sub-24073	Go	n/a	0.695	1	n/a
sub-24073	Go	n/a	0.748	1	n/a
sub-24073	Stop	0.650	0.000	0	0
sub-24073	Stop	0.700	0.000	0	0
sub-24073	Go	n/a	0.789	1	n/a
sub-24073	Go	n/a	0.739	1	n/a
sub-24073	Go	n/a	0.846	1	n/a
sub-24073	Go	n/a	0.614	1	n/a
sub-24073	Go	n/a	0.763	1	n/a
sub-24073	Go	n/a	0.720	1	n/a
sub-24073	Stop	0.750	0.000	0	1
sub-24073	Go	n/a	0.863	1	n/a
sub-24073	Stop	0.700	0.000	0	1
sub-24073	Go	n/a	0.824	1	n/a
sub-24073	Go	n/a	0.858	1	n/a
sub-24073	Go	n/a	0.867	1	n/a
sub-24073	Stop	0.650	0.000	0	1
sub-24073	Go	n/a	0.699	1	n/a
sub-24073	Go	n/a	0.570	1	n/a
sub-24073	Go	n/a	0.576	1	n/a
sub-24073	Go	n/a	0.544	1	n/a
sub-24073	Go	n/a	0.638	1	n/a
sub-24073	Stop	0.600	0.000	0	1
sub-24073	Stop	0.550	0.000	0	0
sub-24073	Go	n/a	0.657	1	n/a
sub-24073	Go	n/a	0.798	1	n/a
sub-24073	Go	n/a	0.685	1	n/a
sub-24073	Go	n/a	0.511	1	n/a
sub-24073	Go	n/a	0.472	1	n/a
sub-24073	Stop	0.600	0.361	1	0
sub-24073	Go	n/a	0.484	1	n/a
sub-24073	Go	n/a	0.648	1	n/a
sub-24073	Go	n/a	0.567	1	n/a
sub-24073	Stop	0.650	0.000	0	0
sub-24073	Go	n/a	0.985	1	n/a
sub-24073	Go	n/a	0.645	1	n/a
sub-24073	Go	n/a	0.551	1	n/a
sub-24073	Go	n/a	0.806	1	n/a
sub-24073	Go	n/a	0.621	1	n/a
sub-24073	Go	n/a	0.668	1	n/a
sub-24073	Go	n/a	0.755	1	n/a
sub-24073	Go	n/a	0.676	1	n/a
sub-24073	Stop	0.700	0.000	0	1
sub-24073	Go	n/a	0.756	1	n/a
sub-24073	Go	n/a	0.554	1	n/a
sub-24073	Go	n/a	0.565	1	n/a
sub-24073	Go	n/a	0.584	1	n/a
sub-24073	Go	n/a	0.651	1	n/a
sub-24073	Go	n/a	0.501	1	n/a
sub-24073	Go	n/a	0.455	1	n/a
sub-24073	Stop	0.750	0.000	0	0
sub-24073	Go	n/a	0.778	1	n/a
sub-24073	Go	n/a	0.481	1	n/a
sub-24073	Go	n/a	0.374	1	n/a
sub-24073	Stop	0.800	0.000	0	0
sub-24073	Go	n/a	0.487	1	n/a
sub-24073	Go	n/a	0.590	1	n/a
sub-24073	Go	n/a	0.637	1	n/a
