participant_id	trial_type	stop_signal_delay	go_reaction_time	correct_go	successful_stop
sub-24316	Go	n/a	0.848	1	n/a
sub-24316	Stop	0.750	0.000	0	1
sub-24316	Stop	0.700	0.000	0	1
sub-24316	Stop	0.650	0.000	0	0
sub-24316	Stop	0.700	0.000	0	0
sub-24316	Go	n/a	0.884	1	n/a
sub-24316	Go	n/a	0.757	1	n/a
sub-24316	Go	n/a	0.396	1	n/a
sub-24316	Go	n/a	0.726	1	n/a
sub-24316	Stop	0.750	0.000	0	1
sub-24316	Go	n/a	0.000	0	n/a
sub-24316	Go	n/a	0.455	1	n/a
sub-24316	Stop	0.700	0.000	0	0
sub-24316	Go	n/a	0.000	0	n/a
sub-24316	Go	n/a	0.456	1	n/a
sub-24316	Go	n/a	0.586	0	n/a
sub-24316	Stop	0.750	0.000	0	0
sub-24316	Go	n/a	0.759	1	n/a
sub-24316	Go	n/a	0.540	1	n/a
sub-24316	Go	n/a	0.518	1	n/a
sub-24316	Go	n/a	0.563	0	n/a
sub-24316	Go	n/a	0.515	1	n/a
sub-24316	Go	n/a	0.585	1	n/a
sub-24316	Go	n/a	0.468	1	n/a
sub-24316	Go	n/a	0.310	1	n/a
sub-24316	Go	n/a	0.480	1	n/a
sub-24316	Go	n/a	0.502	1	n/a
sub-24316	Go	n/a	0.657	1	n/a
sub-24316	Go	n/a	0.598	1	n/a
sub-24316	Stop	0.800	0.000	0	1
sub-24316	Stop	0.750	0.000	0	1
sub-24316	Go	n/a	0.611	1	n/a
sub-24316	Go	n/a	0.799	1	n/a
sub-24316	Go	n/a	0.407	0	n/a
sub-24316	Stop	0.700	0.000	0	1
sub-24316	Go	n/a	0.000	0	n/a
sub-24316	Stop	0.650	0.000	0	0
sub-24316	Stop	0.700	0.000	0	0
sub-24316	Go	n/a	0.000	0	n/a
sub-24316	Go	n/a	0.398	1	n/a
sub-24316	Go	n/a	0.499	1	n/a
sub-24316	Go	n/a	0.373	1	n/a
sub-24316	Stop	0.750	0.000	0	1
sub-24316	Go	n/a	0.974	1	n/a
sub-24316	Stop	0.700	0.000	0	1
sub-24316	Go	n/a	0.639	1	n/a
sub-24316	Go	n/a	0.341	1	n/a
sub-24316	Go	n/a	0.352	0	n/a
sub-24316	Go	n/a	0.686	1	n/a
sub-24316	Go	n/a	0.617	1	n/a
sub-24316	Go	n/a	0.815	1	n/a
sub-24316	Go	n/a	0.849	0	n/a
sub-24316	Go	n/a	0.000	0	n/a
sub-24316	Go	n/a	0.420	1	n/a
sub-24316	Stop	0.650	0.000	0	0
sub-24316	Go	n/a	0.730	1	n/a
sub-24316	Stop	0.700	0.000	0	0
sub-24316	Go	n/a	0.728	1	n/a
sub-24316	Go	n/a	0.604	1	n/a
sub-24316	Go	n/a	0.290	1	n/a
sub-24316	Stop	0.750	0.000	0	1
sub-24316	Go	n/a	0.650	1	n/a
sub-24316	Stop	0.700	0.000	0	1
sub-24316	Stop	0.650	0.000	0	1
sub-24316	Stop	0.600	0.000	0	0
sub-24316	Go	n/a	0.842	0	n/a
