participant_id	trial_type	stop_signal_delay	go_reaction_time	correct_go	successful_stop
sub-22881	Go	n/a	0.915	1	n/a
sub-22881	Stop	0.750	n/a	0	0
sub-22881	Stop	0.800	n/a	0	1
sub-22881	Go	n/a	0.581	1	n/a
sub-22881	Go	n/a	0.759	1	n/a
sub-22881	Go	n/a	0.482	1	n/a
sub-22881	Go	n/a	0.446	1	n/a
sub-22881	Go	n/a	0.624	1	n/a
sub-22881	Go	n/a	0.616	1	n/a
sub-22881	Stop	0.750	n/a	0	0
sub-22881	Go	n/a	0.781	1	n/a
sub-22881	Stop	0.800	n/a	0	1
sub-22881	Go	n/a	0.471	1	n/a
sub-22881	Stop	0.750	n/a	0	1
sub-22881	Stop	0.700	n/a	0	0
sub-22881	Go	n/a	0.835	1	n/a
sub-22881	Go	n/a	0.572	1	n/a
sub-22881	Stop	0.750	n/a	0	1
sub-22881	Go	n/a	0.554	1	n/a
sub-22881	Go	n/a	0.423	1	n/a
sub-22881	Go	n/a	0.465	1	n/a
sub-22881	Go	n/a	0.540	1	n/a
sub-22881	Go	n/a	0.579	1	n/a
sub-22881	Stop	0.700	n/a	0	1
sub-22881	Stop	0.650	n/a	0	0
sub-22881	Go	n/a	0.789	1	n/a
sub-22881	Go	n/a	0.686	1	n/a
sub-22881	Go	n/a	0.636	1	n/a
sub-22881	Stop	0.700	n/a	0	1
sub-22881	Go	n/a	0.523	1	n/a
sub-22881	Stop	0.650	n/a	0	1
sub-22881	Go	n/a	0.721	1	n/a
sub-22881	Go	n/a	0.544	1	n/a
sub-22881	Go	n/a	0.527	1	n/a
sub-22881	Stop	0.600	n/a	0	0
sub-22881	Go	n/a	0.443	1	n/a
sub-22881	Stop	0.650	n/a	0	0
sub-22881	Go	n/a	0.631	1	n/a
sub-22881	Go	n/a	n/a	0	n/a
sub-22881	Go	n/a	0.767	1	n/a
sub-22881	Go	n/a	0.777	1	n/a
sub-22881	Stop	0.700	n/a	0	1
sub-22881	Go	n/a	0.567	1	n/a
sub-22881	Go	n/a	0.549	1	n/a
sub-22881	Go	n/a	0.648	1	n/a
sub-22881	Go	n/a	n/a	0	n/a
sub-22881	Go	n/a	0.629	1	n/a
sub-22881	Go	n/a	0.660	1	n/a
sub-22881	Stop	0.650	n/a	0	0
sub-22881	Go	n/a	0.750	1	n/a
sub-22881	Go	n/a	0.684	1	n/a
sub-22881	Stop	0.700	n/a	0	1
sub-22881	Go	n/a	0.642	1	n/a
sub-22881	Go	n/a	0.592	1	n/a
sub-22881	Go	n/a	0.528	1	n/a
sub-22881	Stop	0.650	n/a	0	1
sub-22881	Go	n/a	0.527	1	n/a
sub-22881	Go	n/a	0.636	1	n/a
sub-22881	Stop	0.600	n/a	0	0
sub-22881	Stop	0.650	n/a	0	1
sub-22881	Go	n/a	0.437	1	n/a
sub-22881	Go	n/a	0.729	1	n/a
sub-22881	Go	n/a	0.711	1	n/a
sub-22881	Go	n/a	0.691	1	n/a
sub-22881	Go	n/a	0.664	1	n/a
sub-22881	Go	n/a	0.642	1	n/a
sub-22881	Go	n/a	0.682	1	n/a
sub-22881	Stop	0.600	n/a	0	1
sub-22881	Stop	0.550	n/a	0	0
sub-22881	Go	n/a	0.572	1	n/a
sub-22881	Go	n/a	0.724	1	n/a
sub-22881	Go	n/a	0.834	1	n/a
sub-22881	Go	n/a	0.624	1	n/a
sub-22881	Stop	0.600	n/a	0	0
sub-22881	Go	n/a	0.742	1	n/a
sub-22881	Go	n/a	0.737	1	n/a
sub-22881	Go	n/a	n/a	0	n/a
sub-22881	Go	n/a	0.717	1	n/a
