participant_id	trial_type	stop_signal_delay	go_reaction_time	correct_go	successful_stop
sub-24428	Stop	0.750	0.000	0	1
sub-24428	Go	n/a	0.944	1	n/a
sub-24428	Go	n/a	0.457	1	n/a
sub-24428	Stop	0.700	0.000	0	0
sub-24428	Go	n/a	0.315	1	n/a
sub-24428	Go	n/a	0.471	1	n/a
sub-24428	Go	n/a	0.428	0	n/a
sub-24428	Go	n/a	0.344	1	n/a
sub-24428	Go	n/a	0.549	1	n/a
sub-24428	Go	n/a	0.385	1	n/a
sub-24428	Stop	0.750	0.000	0	1
sub-24428	Stop	0.700	0.000	0	0
sub-24428	Go	n/a	0.524	1	n/a
sub-24428	Go	n/a	0.916	1	n/a
sub-24428	Stop	0.750	0.000	0	0
sub-24428	Stop	0.800	0.000	0	0
sub-24428	Go	n/a	0.935	1	n/a
sub-24428	Go	n/a	0.501	1	n/a
sub-24428	Go	n/a	0.396	1	n/a
sub-24428	Stop	0.750	0.000	0	1
sub-24428	Go	n/a	0.451	1	n/a
sub-24428	Go	n/a	0.454	1	n/a
sub-24428	Go	n/a	0.321	1	n/a
sub-24428	Go	n/a	0.541	1	n/a
sub-24428	Go	n/a	0.512	1	n/a
sub-24428	Go	n/a	0.287	1	n/a
sub-24428	Stop	0.700	0.000	0	0
sub-24428	Go	n/a	0.664	1	n/a
sub-24428	Stop	0.750	0.000	0	1
sub-24428	Stop	0.700	0.000	0	0
sub-24428	Go	n/a	0.845	1	n/a
sub-24428	Go	n/a	0.410	1	n/a
sub-24428	Go	n/a	0.722	1	n/a
sub-24428	Go	n/a	0.723	1	n/a
sub-24428	Stop	0.750	0.000	0	0
sub-24428	Stop	0.800	0.000	0	1
sub-24428	Go	n/a	0.362	1	n/a
sub-24428	Go	n/a	0.657	1	n/a
sub-24428	Go	n/a	0.461	1	n/a
sub-24428	Go	n/a	0.394	1	n/a
sub-24428	Go	n/a	0.436	1	n/a
sub-24428	Go	n/a	0.413	1	n/a
sub-24428	Go	n/a	0.417	1	n/a
sub-24428	Stop	0.750	0.000	0	0
sub-24428	Go	n/a	0.337	1	n/a
sub-24428	Go	n/a	0.407	1	n/a
