participant_id	trial_type	stop_signal_delay	go_reaction_time	correct_go	successful_stop
sub-24395	Go	n/a	0.623	0	n/a
sub-24395	Stop	0.750	0.000	0	1
sub-24395	Go	n/a	0.570	1	n/a
sub-24395	Stop	0.700	0.000	0	0
sub-24395	Go	n/a	0.418	1	n/a
sub-24395	Go	n/a	0.517	1	n/a
sub-24395	Stop	0.750	0.000	0	0
sub-24395	Stop	0.800	0.000	0	0
sub-24395	Stop	0.850	0.000	0	1
sub-24395	Go	n/a	0.600	1	n/a
sub-24395	Go	n/a	0.512	1	n/a
sub-24395	Go	n/a	0.383	1	n/a
sub-24395	Stop	0.800	0.000	0	0
sub-24395	Go	n/a	0.519	1	n/a
sub-24395	Go	n/a	0.367	1	n/a
sub-24395	Go	n/a	0.618	1	n/a
sub-24395	Go	n/a	0.569	1	n/a
sub-24395	Stop	0.750	0.000	0	0
sub-24395	Stop	0.800	0.000	0	0
sub-24395	Stop	0.850	0.000	0	1
sub-24395	Stop	0.800	0.000	0	1
sub-24395	Go	n/a	0.572	1	n/a
sub-24395	Stop	0.750	0.000	0	0
sub-24395	Go	n/a	0.904	1	n/a
sub-24395	Stop	0.800	0.000	0	0
sub-24395	Stop	0.850	0.000	0	0
sub-24395	Go	n/a	0.000	0	n/a
sub-24395	Stop	0.900	0.000	0	0
sub-24395	Stop	0.950	0.000	0	0
sub-24395	Stop	1.000	0.000	0	1
sub-24395	Go	n/a	0.578	1	n/a
sub-24395	Go	n/a	0.742	1	n/a
sub-24395	Go	n/a	0.577	1	n/a
sub-24395	Go	n/a	0.462	1	n/a
sub-24395	Go	n/a	0.327	1	n/a
sub-24395	Go	n/a	0.597	1	n/a
sub-24395	Go	n/a	0.467	1	n/a
sub-24395	Go	n/a	0.331	1	n/a
sub-24395	Stop	0.950	0.000	0	0
sub-24395	Go	n/a	0.731	1	n/a
sub-24395	Go	n/a	0.538	1	n/a
sub-24395	Go	n/a	0.517	1	n/a
sub-24395	Stop	1.000	0.000	0	1
sub-24395	Go	n/a	0.390	1	n/a
sub-24395	Go	n/a	0.261	0	n/a
sub-24395	Go	n/a	0.536	0	n/a
sub-24395	Go	n/a	0.310	1	n/a
sub-24395	Go	n/a	0.425	1	n/a
sub-24395	Go	n/a	0.361	1	n/a
sub-24395	Go	n/a	0.647	1	n/a
sub-24395	Go	n/a	0.570	1	n/a
sub-24395	Stop	0.950	0.000	0	1
sub-24395	Go	n/a	0.792	1	n/a
sub-24395	Go	n/a	0.544	1	n/a
sub-24395	Go	n/a	0.442	1	n/a
sub-24395	Go	n/a	0.436	1	n/a
sub-24395	Go	n/a	0.901	1	n/a
sub-24395	Stop	0.900	0.000	0	0
sub-24395	Go	n/a	0.525	1	n/a
sub-24395	Go	n/a	0.903	1	n/a
sub-24395	Go	n/a	0.514	1	n/a
sub-24395	Stop	0.950	0.000	0	0
sub-24395	Go	n/a	0.668	1	n/a
sub-24395	Stop	1.000	0.000	0	0
sub-24395	Go	n/a	0.803	1	n/a
sub-24395	Go	n/a	0.519	1	n/a
sub-24395	Go	n/a	0.704	1	n/a
sub-24395	Go	n/a	0.378	1	n/a
sub-24395	Go	n/a	0.622	1	n/a
