participant_id	trial_type	stop_signal_delay	go_reaction_time	correct_go	successful_stop
sub-23559	Go	n/a	0.890	1	n/a
sub-23559	Go	n/a	0.527	1	n/a
sub-23559	Go	n/a	0.367	1	n/a
sub-23559	Stop	0.750	0.000	0	0
sub-23559	Go	n/a	0.546	1	n/a
sub-23559	Go	n/a	0.488	1	n/a
sub-23559	Stop	0.800	0.000	0	1
sub-23559	Go	n/a	0.388	1	n/a
sub-23559	Stop	0.750	0.000	0	0
sub-23559	Stop	0.800	0.000	0	1
sub-23559	Go	n/a	0.814	1	n/a
sub-23559	Stop	0.750	0.000	0	1
sub-23559	Stop	0.700	0.000	0	1
sub-23559	Go	n/a	0.679	1	n/a
sub-23559	Go	n/a	0.913	1	n/a
sub-23559	Go	n/a	0.791	1	n/a
sub-23559	Go	n/a	0.596	1	n/a
sub-23559	Go	n/a	0.416	1	n/a
sub-23559	Stop	0.750	0.000	0	1
sub-23559	Stop	0.700	0.000	0	1
sub-23559	Go	n/a	0.598	1	n/a
sub-23559	Go	n/a	0.547	1	n/a
sub-23559	Stop	0.650	0.000	0	1
sub-23559	Go	n/a	0.433	1	n/a
sub-23559	Go	n/a	0.568	1	n/a
sub-23559	Go	n/a	0.654	1	n/a
sub-23559	Go	n/a	0.818	1	n/a
sub-23559	Go	n/a	0.482	1	n/a
sub-23559	Go	n/a	0.546	1	n/a
sub-23559	Stop	0.600	0.000	0	0
sub-23559	Stop	0.650	0.000	0	1
sub-23559	Stop	0.600	0.000	0	0
sub-23559	Go	n/a	0.656	1	n/a
sub-23559	Go	n/a	0.000	0	n/a
sub-23559	Go	n/a	0.444	1	n/a
sub-23559	Stop	0.650	0.327	1	0
sub-23559	Go	n/a	0.755	1	n/a
sub-23559	Stop	0.700	0.000	0	1
sub-23559	Go	n/a	0.479	1	n/a
sub-23559	Go	n/a	0.488	1	n/a
sub-23559	Go	n/a	0.575	1	n/a
sub-23559	Stop	0.650	0.000	0	1
sub-23559	Stop	0.600	0.000	0	1
sub-23559	Go	n/a	0.701	1	n/a
sub-23559	Go	n/a	0.000	0	n/a
sub-23559	Go	n/a	0.917	1	n/a
sub-23559	Go	n/a	0.664	1	n/a
sub-23559	Go	n/a	0.000	0	n/a
sub-23559	Stop	0.550	0.000	0	0
sub-23559	Go	n/a	0.709	1	n/a
sub-23559	Go	n/a	0.716	1	n/a
sub-23559	Go	n/a	0.658	1	n/a
sub-23559	Go	n/a	0.753	1	n/a
sub-23559	Go	n/a	0.494	1	n/a
sub-23559	Go	n/a	0.395	1	n/a
sub-23559	Go	n/a	0.469	1	n/a
sub-23559	Go	n/a	0.959	1	n/a
sub-23559	Go	n/a	0.471	1	n/a
sub-23559	Stop	0.600	0.388	1	0
sub-23559	Go	n/a	0.401	1	n/a
sub-23559	Go	n/a	0.382	1	n/a
sub-23559	Go	n/a	0.436	1	n/a
sub-23559	Go	n/a	0.466	1	n/a
sub-23559	Go	n/a	0.405	1	n/a
sub-23559	Go	n/a	0.490	1	n/a
sub-23559	Go	n/a	0.411	1	n/a
sub-23559	Stop	0.650	0.000	0	1
sub-23559	Go	n/a	0.503	1	n/a
sub-23559	Go	n/a	0.614	1	n/a
sub-23559	Go	n/a	0.728	1	n/a
sub-23559	Stop	0.600	0.000	0	1
sub-23559	Go	n/a	0.672	1	n/a
sub-23559	Go	n/a	0.431	1	n/a
sub-23559	Go	n/a	0.400	1	n/a
sub-23559	Go	n/a	0.485	1	n/a
sub-23559	Stop	0.550	0.000	0	1
sub-23559	Go	n/a	0.497	1	n/a
sub-23559	Go	n/a	0.412	1	n/a
sub-23559	Go	n/a	0.781	1	n/a
sub-23559	Go	n/a	0.572	1	n/a
sub-23559	Go	n/a	0.826	1	n/a
sub-23559	Stop	0.500	0.000	0	1
sub-23559	Go	n/a	0.874	1	n/a
sub-23559	Stop	0.450	0.000	0	0
sub-23559	Go	n/a	0.752	1	n/a
sub-23559	Go	n/a	0.435	1	n/a
sub-23559	Stop	0.500	0.000	0	0
sub-23559	Go	n/a	0.933	1	n/a
sub-23559	Go	n/a	0.630	1	n/a
sub-23559	Go	n/a	0.619	1	n/a
sub-23559	Stop	0.550	0.000	0	1
sub-23559	Go	n/a	0.649	1	n/a
sub-23559	Go	n/a	0.696	1	n/a
sub-23559	Go	n/a	0.990	1	n/a
sub-23559	Go	n/a	0.415	1	n/a
sub-23559	Go	n/a	0.842	1	n/a
sub-23559	Go	n/a	0.777	1	n/a
sub-23559	Go	n/a	0.464	1	n/a
sub-23559	Go	n/a	0.435	1	n/a
sub-23559	Stop	0.500	0.396	1	0
sub-23559	Stop	0.550	0.000	0	0
sub-23559	Go	n/a	0.513	1	n/a
sub-23559	Go	n/a	0.469	1	n/a
sub-23559	Stop	0.600	0.000	0	0
sub-23559	Go	n/a	0.666	1	n/a
sub-23559	Stop	0.750	0.000	0	0
sub-23559	Go	n/a	0.532	1	n/a
sub-23559	Go	n/a	0.283	1	n/a
sub-23559	Stop	0.800	0.000	0	0
sub-23559	Go	n/a	0.387	1	n/a
sub-23559	Go	n/a	0.552	1	n/a
sub-23559	Stop	0.850	0.000	0	1
sub-23559	Go	n/a	0.615	1	n/a
sub-23559	Go	n/a	0.300	1	n/a
sub-23559	Go	n/a	0.328	1	n/a
sub-23559	Go	n/a	0.369	1	n/a
sub-23559	Go	n/a	0.538	1	n/a
sub-23559	Stop	0.800	0.000	0	1
sub-23559	Stop	0.750	0.000	0	1
sub-23559	Stop	0.700	0.000	0	1
sub-23559	Go	n/a	0.784	1	n/a
sub-23559	Go	n/a	0.442	1	n/a
sub-23559	Go	n/a	0.487	1	n/a
sub-23559	Stop	0.650	0.000	0	0
sub-23559	Go	n/a	0.784	1	n/a
sub-23559	Go	n/a	0.674	1	n/a
sub-23559	Go	n/a	0.665	0	n/a
sub-23559	Go	n/a	0.595	1	n/a
sub-23559	Go	n/a	0.388	1	n/a
sub-23559	Go	n/a	0.418	1	n/a
sub-23559	Go	n/a	0.815	1	n/a
sub-23559	Go	n/a	0.717	1	n/a
sub-23559	Go	n/a	0.523	1	n/a
sub-23559	Go	n/a	0.517	1	n/a
sub-23559	Go	n/a	0.586	1	n/a
sub-23559	Stop	0.700	0.000	0	0
sub-23559	Go	n/a	0.680	1	n/a
