participant_id	trial_type	stop_signal_delay	go_reaction_time	correct_go	successful_stop
sub-23878	Stop	0.750	0.000	0	0
sub-23878	Go	n/a	0.622	1	n/a
sub-23878	Stop	0.800	0.000	0	1
sub-23878	Go	n/a	0.932	1	n/a
sub-23878	Stop	0.750	0.000	0	1
sub-23878	Go	n/a	0.570	1	n/a
sub-23878	Go	n/a	0.800	1	n/a
sub-23878	Stop	0.700	0.000	0	1
sub-23878	Go	n/a	0.741	1	n/a
sub-23878	Go	n/a	0.943	1	n/a
sub-23878	Go	n/a	0.718	1	n/a
sub-23878	Go	n/a	0.819	1	n/a
sub-23878	Stop	0.650	0.000	0	1
sub-23878	Go	n/a	0.907	1	n/a
sub-23878	Stop	0.600	0.000	0	1
sub-23878	Go	n/a	0.836	1	n/a
sub-23878	Stop	0.750	0.000	0	1
sub-23878	Go	n/a	0.902	1	n/a
sub-23878	Stop	0.700	0.000	0	1
sub-23878	Stop	0.650	0.000	0	1
sub-23878	Stop	0.600	0.000	0	1
sub-23878	Go	n/a	0.737	1	n/a
sub-23878	Go	n/a	0.854	1	n/a
sub-23878	Stop	0.550	0.000	0	1
sub-23878	Go	n/a	0.720	1	n/a
sub-23878	Go	n/a	0.708	1	n/a
sub-23878	Go	n/a	0.673	1	n/a
sub-23878	Go	n/a	0.744	1	n/a
sub-23878	Go	n/a	0.741	1	n/a
sub-23878	Go	n/a	0.732	1	n/a
sub-23878	Go	n/a	0.703	1	n/a
sub-23878	Go	n/a	0.842	1	n/a
sub-23878	Go	n/a	0.775	1	n/a
sub-23878	Stop	0.500	0.000	0	0
sub-23878	Go	n/a	0.794	1	n/a
sub-23878	Go	n/a	0.705	1	n/a
sub-23878	Go	n/a	0.761	1	n/a
sub-23878	Go	n/a	0.721	1	n/a
sub-23878	Go	n/a	0.550	1	n/a
sub-23878	Go	n/a	0.506	1	n/a
sub-23878	Go	n/a	0.592	1	n/a
sub-23878	Stop	0.550	0.000	0	1
sub-23878	Go	n/a	0.528	1	n/a
sub-23878	Stop	0.500	0.000	0	1
sub-23878	Go	n/a	0.867	1	n/a
sub-23878	Go	n/a	0.974	1	n/a
sub-23878	Go	n/a	0.844	1	n/a
sub-23878	Go	n/a	0.974	1	n/a
sub-23878	Go	n/a	0.876	1	n/a
sub-23878	Stop	0.450	0.000	0	1
sub-23878	Go	n/a	0.855	1	n/a
sub-23878	Go	n/a	0.885	1	n/a
sub-23878	Go	n/a	0.927	1	n/a
sub-23878	Go	n/a	0.817	1	n/a
sub-23878	Go	n/a	0.971	1	n/a
sub-23878	Go	n/a	0.985	1	n/a
sub-23878	Go	n/a	0.714	1	n/a
sub-23878	Go	n/a	0.758	1	n/a
sub-23878	Go	n/a	0.680	1	n/a
sub-23878	Go	n/a	0.565	1	n/a
sub-23878	Stop	0.400	0.000	0	0
sub-23878	Go	n/a	0.846	1	n/a
sub-23878	Go	n/a	0.676	1	n/a
sub-23878	Stop	0.450	0.000	0	0
sub-23878	Go	n/a	0.868	1	n/a
sub-23878	Stop	0.500	0.000	0	1
sub-23878	Go	n/a	0.889	1	n/a
sub-23878	Go	n/a	0.879	1	n/a
sub-23878	Stop	0.450	0.000	0	0
sub-23878	Go	n/a	0.945	1	n/a
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Stop	0.500	0.000	0	1
sub-23878	Go	n/a	0.972	1	n/a
sub-23878	Go	n/a	0.822	1	n/a
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Go	n/a	0.680	1	n/a
sub-23878	Go	n/a	0.595	0	n/a
sub-23878	Go	n/a	0.656	0	n/a
sub-23878	Go	n/a	0.785	1	n/a
sub-23878	Go	n/a	0.709	1	n/a
sub-23878	Go	n/a	0.834	1	n/a
sub-23878	Go	n/a	0.632	1	n/a
sub-23878	Go	n/a	0.672	1	n/a
sub-23878	Stop	0.450	0.000	0	0
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Go	n/a	0.696	1	n/a
sub-23878	Stop	0.500	0.000	0	1
sub-23878	Go	n/a	0.682	1	n/a
sub-23878	Go	n/a	0.998	1	n/a
sub-23878	Go	n/a	0.980	1	n/a
sub-23878	Stop	0.450	0.000	0	1
sub-23878	Go	n/a	0.837	1	n/a
sub-23878	Stop	0.400	0.000	0	0
sub-23878	Stop	0.450	0.000	0	1
sub-23878	Stop	0.400	0.000	0	0
sub-23878	Stop	0.450	0.000	0	1
sub-23878	Go	n/a	0.723	1	n/a
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Go	n/a	0.922	1	n/a
sub-23878	Stop	0.400	0.000	0	1
sub-23878	Go	n/a	0.839	1	n/a
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Go	n/a	0.978	1	n/a
sub-23878	Go	n/a	0.562	1	n/a
sub-23878	Go	n/a	0.463	1	n/a
sub-23878	Go	n/a	0.455	1	n/a
sub-23878	Stop	0.750	0.000	0	0
sub-23878	Go	n/a	0.594	1	n/a
sub-23878	Go	n/a	0.614	1	n/a
sub-23878	Stop	0.800	0.000	0	1
sub-23878	Stop	0.750	0.000	0	1
sub-23878	Go	n/a	0.538	1	n/a
sub-23878	Go	n/a	0.472	1	n/a
sub-23878	Go	n/a	0.822	1	n/a
sub-23878	Go	n/a	0.651	1	n/a
sub-23878	Go	n/a	0.841	1	n/a
sub-23878	Go	n/a	0.756	1	n/a
sub-23878	Stop	0.700	0.000	0	1
sub-23878	Go	n/a	0.506	1	n/a
sub-23878	Go	n/a	0.583	0	n/a
sub-23878	Go	n/a	0.710	1	n/a
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Go	n/a	0.879	1	n/a
sub-23878	Go	n/a	0.566	1	n/a
sub-23878	Go	n/a	0.739	1	n/a
sub-23878	Go	n/a	0.615	1	n/a
sub-23878	Go	n/a	0.735	1	n/a
sub-23878	Go	n/a	0.555	1	n/a
sub-23878	Go	n/a	0.840	1	n/a
sub-23878	Go	n/a	0.585	1	n/a
sub-23878	Go	n/a	0.370	1	n/a
sub-23878	Go	n/a	0.798	1	n/a
sub-23878	Stop	0.650	0.000	0	0
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Stop	0.700	0.000	0	1
sub-23878	Go	n/a	0.808	1	n/a
sub-23878	Go	n/a	0.711	1	n/a
sub-23878	Stop	0.650	0.000	0	1
sub-23878	Go	n/a	0.764	1	n/a
sub-23878	Stop	0.600	0.000	0	1
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Stop	0.550	0.000	0	1
sub-23878	Stop	0.500	0.000	0	1
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Stop	0.450	0.000	0	0
sub-23878	Go	n/a	0.000	0	n/a
sub-23878	Go	n/a	0.980	1	n/a
sub-23878	Go	n/a	0.582	1	n/a
sub-23878	Go	n/a	0.753	1	n/a
sub-23878	Go	n/a	0.596	1	n/a
sub-23878	Go	n/a	0.486	1	n/a
