participant_id	trial_type	stop_signal_delay	go_reaction_time	correct_go	successful_stop
sub-23865	Stop	0.750	n/a	0	0
sub-23865	Go	n/a	0.847	1	n/a
sub-23865	Stop	0.800	n/a	0	1
sub-23865	Go	n/a	0.503	1	n/a
sub-23865	Go	n/a	0.686	1	n/a
sub-23865	Stop	0.750	n/a	0	1
sub-23865	Go	n/a	0.344	1	n/a
sub-23865	Go	n/a	0.424	1	n/a
sub-23865	Stop	0.700	n/a	0	0
sub-23865	Go	n/a	0.482	1	n/a
sub-23865	Go	n/a	0.377	1	n/a
sub-23865	Go	n/a	0.786	1	n/a
sub-23865	Go	n/a	0.682	1	n/a
sub-23865	Go	n/a	0.395	1	n/a
sub-23865	Stop	0.750	n/a	0	0
sub-23865	Stop	0.800	n/a	0	1
sub-23865	Go	n/a	0.786	1	n/a
sub-23865	Go	n/a	0.588	1	n/a
sub-23865	Go	n/a	0.408	1	n/a
sub-23865	Go	n/a	0.361	1	n/a
sub-23865	Go	n/a	0.381	1	n/a
sub-23865	Stop	0.750	n/a	0	1
sub-23865	Stop	0.700	n/a	0	0
sub-23865	Go	n/a	n/a	0	n/a
sub-23865	Stop	0.750	n/a	0	0
sub-23865	Go	n/a	0.685	1	n/a
sub-23865	Go	n/a	0.822	1	n/a
sub-23865	Go	n/a	0.608	1	n/a
sub-23865	Go	n/a	0.581	1	n/a
sub-23865	Stop	0.800	n/a	0	1
sub-23865	Go	n/a	0.469	1	n/a
sub-23865	Go	n/a	0.375	1	n/a
sub-23865	Go	n/a	0.774	1	n/a
sub-23865	Stop	0.750	n/a	0	0
sub-23865	Go	n/a	0.813	1	n/a
sub-23865	Stop	0.800	n/a	0	0
sub-23865	Stop	0.850	n/a	0	1
sub-23865	Stop	0.800	n/a	0	1
sub-23865	Go	n/a	0.463	1	n/a
sub-23865	Go	n/a	0.477	1	n/a
sub-23865	Go	n/a	0.724	1	n/a
sub-23865	Go	n/a	0.441	1	n/a
sub-23865	Stop	0.750	n/a	0	0
sub-23865	Go	n/a	0.879	1	n/a
sub-23865	Go	n/a	0.854	1	n/a
sub-23865	Go	n/a	0.911	1	n/a
sub-23865	Stop	0.800	n/a	0	1
sub-23865	Stop	0.750	n/a	0	1
