participant_id	trial_type	stop_signal_delay	go_reaction_time	correct_go	successful_stop
sub-24118	Stop	0.750	0.000	0	1
sub-24118	Stop	0.700	0.000	0	1
sub-24118	Go	n/a	0.402	1	n/a
sub-24118	Go	n/a	0.807	1	n/a
sub-24118	Go	n/a	0.635	1	n/a
sub-24118	Go	n/a	0.457	1	n/a
sub-24118	Stop	0.650	0.000	0	0
sub-24118	Stop	0.700	0.000	0	1
sub-24118	Go	n/a	0.623	1	n/a
sub-24118	Stop	0.650	0.000	0	1
sub-24118	Go	n/a	0.714	1	n/a
sub-24118	Go	n/a	0.851	1	n/a
sub-24118	Stop	0.600	0.000	0	1
sub-24118	Go	n/a	0.652	1	n/a
sub-24118	Go	n/a	0.000	0	n/a
sub-24118	Go	n/a	0.609	1	n/a
sub-24118	Stop	0.750	0.000	0	1
sub-24118	Go	n/a	0.709	1	n/a
sub-24118	Stop	0.700	0.000	0	1
sub-24118	Go	n/a	0.602	1	n/a
sub-24118	Stop	0.650	0.000	0	1
sub-24118	Go	n/a	0.813	1	n/a
sub-24118	Go	n/a	0.842	1	n/a
sub-24118	Stop	0.600	0.000	0	1
sub-24118	Stop	0.550	0.000	0	1
sub-24118	Go	n/a	0.562	1	n/a
sub-24118	Go	n/a	0.586	1	n/a
sub-24118	Go	n/a	0.624	1	n/a
sub-24118	Go	n/a	0.501	1	n/a
sub-24118	Go	n/a	0.549	1	n/a
sub-24118	Go	n/a	0.843	1	n/a
sub-24118	Go	n/a	0.619	1	n/a
sub-24118	Go	n/a	0.599	1	n/a
sub-24118	Go	n/a	0.473	1	n/a
sub-24118	Go	n/a	0.727	1	n/a
sub-24118	Go	n/a	0.538	1	n/a
sub-24118	Go	n/a	0.607	1	n/a
sub-24118	Go	n/a	0.766	1	n/a
sub-24118	Go	n/a	0.643	1	n/a
sub-24118	Go	n/a	0.553	1	n/a
sub-24118	Go	n/a	0.429	1	n/a
sub-24118	Go	n/a	0.739	1	n/a
sub-24118	Go	n/a	0.724	1	n/a
sub-24118	Stop	0.500	0.000	0	0
sub-24118	Go	n/a	0.915	1	n/a
sub-24118	Stop	0.550	0.000	0	1
sub-24118	Go	n/a	0.000	0	n/a
sub-24118	Stop	0.500	0.000	0	0
sub-24118	Go	n/a	0.729	1	n/a
sub-24118	Go	n/a	0.939	1	n/a
sub-24118	Go	n/a	0.821	1	n/a
sub-24118	Go	n/a	0.679	1	n/a
