participant_id	trial_type	stop_signal_delay	go_reaction_time	correct_go	successful_stop
sub-24038	Stop	0.750	0.000	0	0
sub-24038	Go	n/a	0.489	1	n/a
sub-24038	Go	n/a	0.445	1	n/a
sub-24038	Go	n/a	0.500	1	n/a
sub-24038	Go	n/a	0.483	1	n/a
sub-24038	Stop	0.800	0.000	0	1
sub-24038	Go	n/a	0.333	1	n/a
sub-24038	Go	n/a	0.420	1	n/a
sub-24038	Go	n/a	0.306	1	n/a
sub-24038	Stop	0.750	0.000	0	0
sub-24038	Go	n/a	0.455	1	n/a
sub-24038	Go	n/a	0.410	1	n/a
sub-24038	Go	n/a	0.406	1	n/a
sub-24038	Stop	0.800	0.000	0	0
sub-24038	Stop	0.850	0.000	0	0
sub-24038	Stop	0.900	0.000	0	1
sub-24038	Go	n/a	0.671	1	n/a
sub-24038	Go	n/a	0.397	1	n/a
sub-24038	Go	n/a	0.378	1	n/a
sub-24038	Go	n/a	0.457	1	n/a
sub-24038	Go	n/a	0.403	1	n/a
sub-24038	Go	n/a	0.658	1	n/a
sub-24038	Go	n/a	0.399	1	n/a
sub-24038	Go	n/a	0.356	1	n/a
sub-24038	Go	n/a	0.320	1	n/a
sub-24038	Go	n/a	0.335	1	n/a
sub-24038	Go	n/a	0.497	1	n/a
sub-24038	Stop	0.750	0.000	0	0
sub-24038	Stop	0.800	0.000	0	1
sub-24038	Go	n/a	0.556	1	n/a
sub-24038	Go	n/a	0.326	1	n/a
sub-24038	Go	n/a	0.446	1	n/a
sub-24038	Go	n/a	0.390	1	n/a
sub-24038	Go	n/a	0.475	0	n/a
sub-24038	Go	n/a	0.498	1	n/a
sub-24038	Go	n/a	0.427	1	n/a
sub-24038	Stop	0.750	0.000	0	0
sub-24038	Stop	0.800	0.000	0	0
sub-24038	Go	n/a	0.571	1	n/a
sub-24038	Go	n/a	0.483	1	n/a
sub-24038	Go	n/a	0.519	1	n/a
sub-24038	Go	n/a	0.689	0	n/a
sub-24038	Stop	0.850	0.000	0	1
sub-24038	Go	n/a	0.396	1	n/a
sub-24038	Go	n/a	0.329	1	n/a
sub-24038	Go	n/a	0.321	1	n/a
sub-24038	Stop	0.800	0.000	0	0
sub-24038	Go	n/a	0.535	1	n/a
sub-24038	Go	n/a	0.479	1	n/a
sub-24038	Go	n/a	0.428	1	n/a
sub-24038	Go	n/a	0.284	1	n/a
sub-24038	Go	n/a	0.389	1	n/a
sub-24038	Go	n/a	0.400	1	n/a
sub-24038	Go	n/a	0.336	1	n/a
sub-24038	Stop	0.850	0.000	0	0
sub-24038	Go	n/a	0.352	0	n/a
sub-24038	Stop	0.900	0.000	0	1
sub-24038	Go	n/a	0.385	0	n/a
sub-24038	Stop	0.850	0.000	0	1
sub-24038	Go	n/a	0.395	1	n/a
sub-24038	Stop	0.800	0.000	0	0
sub-24038	Go	n/a	0.390	1	n/a
sub-24038	Go	n/a	0.435	1	n/a
sub-24038	Go	n/a	0.327	0	n/a
sub-24038	Go	n/a	0.365	1	n/a
sub-24038	Go	n/a	0.437	1	n/a
sub-24038	Stop	0.850	0.000	0	0
sub-24038	Go	n/a	0.363	1	n/a
sub-24038	Go	n/a	0.314	1	n/a
sub-24038	Go	n/a	0.374	1	n/a
sub-24038	Go	n/a	0.383	1	n/a
sub-24038	Go	n/a	0.463	1	n/a
